attrition_flag,dependent_count,education_level,income_category,total_relationship_count,months_inactive_12_mon,contacts_count_12_mon,total_revolving_bal,total_trans_ct,gender_M,marital_status_Other,marital_status_Single,card_category_Gold,card_category_Platinum,card_category_Silver
1,0.0,4,1,0.2,0.5,0.5,0.0,0.017543859649122806,0,0,0,0,0,0
1,0.4,4,5,0.0,0.5,0.5,0.0,0.008771929824561403,1,0,0,0,0,0
1,0.4,4,3,0.2,0.6666666666666666,0.6666666666666666,0.0,0.008771929824561403,1,0,0,0,0,1
1,0.4,4,4,0.4000000000000001,0.5,0.3333333333333333,0.8847834723877632,0.07894736842105263,1,0,0,0,0,0
1,0.8,0,1,0.4000000000000001,0.3333333333333333,0.5,0.0,0.017543859649122806,0,0,0,0,0,0
1,0.4,1,4,0.2,0.3333333333333333,0.16666666666666666,0.0,0.05263157894736842,1,0,0,0,0,0
1,0.4,4,1,0.2,0.6666666666666666,0.5,0.0,0.11403508771929824,0,0,0,0,0,0
1,0.4,5,3,0.4000000000000001,0.5,0.5,0.0,0.08771929824561403,1,0,0,0,0,0
1,0.4,1,1,0.2,0.5,0.5,1.0,0.14035087719298245,0,0,0,0,0,0
1,1.0,3,2,0.2,0.3333333333333333,0.5,0.0,0.06140350877192982,1,0,0,0,0,0
1,0.4,3,1,0.0,0.5,0.3333333333333333,0.0,0.08771929824561403,0,0,0,0,0,0
1,0.8,2,5,0.4000000000000001,0.5,0.5,0.0,0.043859649122807015,1,0,0,0,0,0
1,0.0,2,2,0.0,0.5,0.5,0.0,0.03508771929824561,0,0,0,0,0,0
1,0.4,4,3,0.0,0.16666666666666666,0.3333333333333333,0.0,0.03508771929824561,1,0,1,0,0,0
1,0.4,2,0,0.4000000000000001,0.5,0.16666666666666666,0.0,0.0,0,0,0,0,0,0
1,0.4,2,5,0.4000000000000001,0.5,0.5,0.0,0.09649122807017543,1,0,0,0,0,0
1,0.8,4,0,1.0000000000000002,0.3333333333333333,0.3333333333333333,0.8823996821613032,0.06140350877192982,0,0,0,0,0,0
1,0.4,1,2,0.6000000000000001,0.5,0.3333333333333333,1.0,0.10526315789473684,1,0,0,0,0,0
1,0.6000000000000001,3,3,0.4000000000000001,0.5,0.5,0.0,0.03508771929824561,1,0,0,0,0,0
1,0.4,4,1,0.4000000000000001,0.5,0.5,0.6646801748112833,0.19298245614035087,0,0,0,0,0,0
1,0.6000000000000001,4,1,1.0000000000000002,0.5,0.3333333333333333,0.0,0.05263157894736842,0,0,0,0,0,0
1,0.8,1,1,0.2,0.5,0.5,0.0,0.18421052631578944,0,0,0,0,0,0
1,0.2,4,1,0.0,0.3333333333333333,0.3333333333333333,0.0,0.043859649122807015,0,0,1,0,0,0
1,0.4,0,1,0.0,0.16666666666666666,0.16666666666666666,0.6030989272943981,0.09649122807017543,0,0,1,0,0,0
1,0.4,4,3,0.4000000000000001,0.5,0.3333333333333333,0.0,0.06140350877192982,1,0,0,0,0,0
1,0.4,0,4,0.0,0.5,0.5,0.0,0.05263157894736842,1,0,0,0,0,0
1,0.6000000000000001,5,4,0.2,0.16666666666666666,0.5,0.7592371871275327,0.09649122807017543,1,1,0,0,0,0
1,0.4,0,1,0.2,0.5,0.3333333333333333,1.0,0.14912280701754382,0,0,1,0,0,0
1,0.4,3,5,0.2,0.3333333333333333,0.5,0.0,0.0,1,0,1,0,0,0
1,0.6000000000000001,5,1,0.4000000000000001,0.5,0.3333333333333333,0.0,0.09649122807017543,0,0,1,0,0,0
1,0.6000000000000001,0,0,0.4000000000000001,0.5,0.5,0.2820818434644418,0.07017543859649122,0,0,1,0,0,0
1,0.4,5,0,0.0,0.3333333333333333,0.5,0.0,0.07017543859649122,0,0,0,0,0,0
1,0.4,4,3,0.4000000000000001,0.8333333333333333,0.5,0.0,0.11403508771929824,1,0,0,0,0,0
1,0.4,5,1,0.4000000000000001,0.5,0.16666666666666666,0.0,0.12280701754385964,0,0,0,0,0,0
1,0.2,2,3,0.4000000000000001,0.3333333333333333,0.5,0.0,0.03508771929824561,1,0,0,0,0,0
1,0.0,2,3,0.4000000000000001,0.5,0.3333333333333333,0.0,0.017543859649122806,1,0,0,0,0,0
1,0.4,3,2,0.2,0.8333333333333333,0.5,0.0,0.02631578947368421,1,0,0,0,0,0
1,0.2,3,3,0.8,0.5,0.5,0.0,0.02631578947368421,1,0,0,0,0,0
1,0.2,2,3,0.2,0.3333333333333333,0.5,0.0,0.03508771929824561,1,0,0,0,0,0
1,0.8,0,1,0.4000000000000001,0.6666666666666666,0.5,0.0,0.06140350877192982,0,0,0,0,0,0
1,0.6000000000000001,0,3,0.4000000000000001,0.3333333333333333,0.3333333333333333,0.0,0.008771929824561403,1,0,0,0,0,0
1,0.2,1,1,0.6000000000000001,0.16666666666666666,0.5,0.14342471195868098,0.07017543859649122,0,0,0,0,0,0
1,0.2,4,1,0.2,0.3333333333333333,0.5,0.0,0.02631578947368421,0,0,1,0,0,0
1,0.4,3,3,1.0000000000000002,0.16666666666666666,0.5,0.0,0.08771929824561403,1,0,0,0,0,0
1,0.6000000000000001,5,4,0.6000000000000001,0.16666666666666666,0.5,0.0,0.09649122807017543,1,0,1,0,0,0
1,0.2,4,4,0.4000000000000001,0.5,0.5,0.5586015097338101,0.28947368421052627,1,0,1,0,0,0
1,0.4,4,1,0.4000000000000001,0.16666666666666666,0.5,0.12157330154946365,0.008771929824561403,0,0,0,0,0,0
1,0.4,1,1,0.8,0.16666666666666666,0.5,0.31783869686134286,0.07017543859649122,0,0,0,0,0,0
1,0.6000000000000001,2,4,0.0,0.16666666666666666,0.5,0.0,0.08771929824561403,1,0,0,0,0,0
1,0.6000000000000001,1,2,0.2,0.3333333333333333,0.5,0.0,0.12280701754385964,1,0,0,0,0,0
1,0.6000000000000001,1,3,0.8,0.5,0.3333333333333333,0.0,0.09649122807017543,1,0,0,0,0,0
1,0.2,1,0,0.4000000000000001,0.3333333333333333,0.5,0.0,0.017543859649122806,0,0,0,0,0,0
1,0.8,3,1,1.0000000000000002,0.3333333333333333,0.5,0.15574096146205801,0.11403508771929824,0,0,0,0,0,0
1,0.4,0,3,0.2,0.5,0.5,0.0,0.13157894736842107,1,0,0,0,0,0
1,0.6000000000000001,0,1,1.0000000000000002,0.5,0.16666666666666666,0.0,0.09649122807017543,0,0,1,0,0,0
1,0.2,2,0,0.2,0.16666666666666666,0.3333333333333333,0.0,0.043859649122807015,0,0,0,0,0,0
1,0.6000000000000001,5,3,0.4000000000000001,0.5,0.3333333333333333,0.0,0.043859649122807015,1,0,1,0,0,0
1,0.2,4,4,0.2,0.5,0.3333333333333333,0.3420738974970203,0.13157894736842107,1,0,1,0,0,0
1,0.4,2,5,0.6000000000000001,0.5,0.16666666666666666,0.0,0.06140350877192982,1,0,0,0,0,0
1,0.6000000000000001,2,4,0.2,0.5,0.6666666666666666,0.1390544298768375,0.12280701754385964,1,0,0,0,0,0
1,0.6000000000000001,4,1,0.2,0.3333333333333333,0.5,0.4239173619388161,0.15789473684210525,0,0,1,0,0,0
1,1.0,2,3,0.8,0.3333333333333333,0.5,0.0,0.10526315789473684,1,0,0,0,0,0
1,0.4,0,4,0.8,0.5,0.5,0.5768772348033373,0.15789473684210525,1,0,0,0,0,0
1,0.4,2,2,0.2,0.16666666666666666,0.5,0.0,0.18421052631578944,0,0,0,0,0,0
1,0.0,3,4,0.4000000000000001,0.3333333333333333,0.5,0.0,0.09649122807017543,1,0,0,0,0,0
1,0.6000000000000001,2,3,0.0,0.5,0.5,0.11442193087008343,0.16666666666666669,1,0,0,0,0,0
1,0.6000000000000001,2,3,0.2,0.16666666666666666,0.5,0.0,0.11403508771929824,1,0,1,0,0,0
1,0.4,0,5,0.4000000000000001,0.5,0.16666666666666666,0.0,0.09649122807017543,1,0,1,0,0,0
1,0.2,2,1,0.4000000000000001,0.3333333333333333,0.16666666666666666,0.0,0.03508771929824561,1,0,0,0,0,0
1,0.4,0,3,0.2,0.3333333333333333,0.5,0.0,0.0,1,0,1,0,0,0
1,0.8,2,1,1.0000000000000002,0.3333333333333333,0.5,1.0,0.25438596491228066,0,0,1,0,0,0
1,0.6000000000000001,1,1,1.0000000000000002,0.3333333333333333,0.3333333333333333,1.0,0.07017543859649122,0,0,1,0,0,0
1,0.4,5,1,0.2,0.3333333333333333,0.5,0.36392530790623756,0.08771929824561403,0,0,0,0,0,0
1,0.6000000000000001,4,4,0.2,0.3333333333333333,0.5,0.0,0.12280701754385964,1,1,0,0,0,0
1,0.4,4,4,0.4000000000000001,0.3333333333333333,0.5,0.0,0.06140350877192982,1,0,0,0,0,0
1,0.6000000000000001,5,5,0.2,0.16666666666666666,0.3333333333333333,0.0,0.03508771929824561,1,0,0,0,0,0
1,0.8,2,0,0.6000000000000001,0.16666666666666666,0.16666666666666666,1.0,0.15789473684210525,0,1,0,0,0,0
1,0.4,2,2,0.4000000000000001,0.3333333333333333,0.3333333333333333,0.0,0.017543859649122806,0,0,0,0,0,0
1,0.4,3,4,0.2,0.3333333333333333,0.5,0.0,0.02631578947368421,1,0,0,0,0,0
1,0.6000000000000001,1,3,0.4000000000000001,0.3333333333333333,0.3333333333333333,0.38895510528406835,0.07017543859649122,1,0,1,0,0,0
1,0.6000000000000001,0,0,0.4000000000000001,0.5,0.3333333333333333,0.0,0.14912280701754382,0,0,0,0,0,0
1,0.2,4,4,0.2,0.16666666666666666,0.3333333333333333,0.45570123162495035,0.18421052631578944,1,0,0,0,0,0
1,0.6000000000000001,3,5,0.4000000000000001,0.3333333333333333,0.5,0.0,0.08771929824561403,1,0,1,0,0,0
1,0.4,0,4,0.0,0.5,0.5,1.0,0.15789473684210525,1,0,0,0,0,0
1,0.6000000000000001,2,0,0.6000000000000001,0.5,0.5,0.46245530393325385,0.11403508771929824,0,0,1,0,0,0
1,0.0,2,1,0.4000000000000001,0.3333333333333333,0.3333333333333333,0.1573301549463647,0.10526315789473684,0,0,0,0,0,0
1,0.8,4,4,0.4000000000000001,0.16666666666666666,0.5,0.0,0.10526315789473684,1,0,1,0,0,1
1,0.6000000000000001,4,3,0.2,0.3333333333333333,0.5,0.3396901072705602,0.08771929824561403,1,0,1,0,0,0
1,0.6000000000000001,2,2,0.8,0.3333333333333333,0.3333333333333333,0.0,0.12280701754385964,0,0,0,0,0,0
1,0.4,1,0,0.4000000000000001,0.16666666666666666,0.3333333333333333,0.0,0.14035087719298245,0,0,0,0,0,0
1,0.6000000000000001,0,4,0.4000000000000001,0.3333333333333333,0.5,0.45729042510925705,0.06140350877192982,1,0,0,0,0,0
1,0.6000000000000001,4,5,0.8,0.16666666666666666,0.16666666666666666,0.0,0.13157894736842107,1,0,0,0,0,0
1,0.4,3,2,0.4000000000000001,0.16666666666666666,0.5,0.27612236789829164,0.2631578947368421,0,0,0,0,0,0
1,0.6000000000000001,4,3,0.2,0.5,0.3333333333333333,0.0,0.21052631578947367,1,0,1,0,0,0
1,0.6000000000000001,4,0,0.2,0.5,0.3333333333333333,0.0,0.13157894736842107,0,1,0,0,0,0
1,0.4,4,5,0.0,0.5,0.3333333333333333,0.20143027413587605,0.12280701754385964,1,0,0,0,0,0
1,0.6000000000000001,4,1,0.0,0.3333333333333333,0.16666666666666666,0.26460071513706795,0.19298245614035087,0,0,1,0,0,0
1,0.2,5,3,1.0000000000000002,0.5,0.6666666666666666,0.35359555025824396,0.25438596491228066,1,0,0,0,0,0
1,0.2,5,1,1.0000000000000002,0.3333333333333333,0.6666666666666666,0.0,0.21052631578947367,1,1,0,0,0,0
1,0.2,5,2,0.0,0.5,0.5,0.37028208184346445,0.25438596491228066,0,0,1,0,0,0
1,0.6000000000000001,4,1,0.8,0.3333333333333333,0.6666666666666666,0.7890345649582836,0.11403508771929824,0,0,1,0,0,0
1,0.0,1,2,0.4000000000000001,0.16666666666666666,0.5,1.0,0.06140350877192982,1,0,1,0,0,0
1,0.6000000000000001,3,0,1.0000000000000002,0.3333333333333333,0.5,0.0,0.16666666666666669,0,0,1,0,0,0
1,0.6000000000000001,4,1,0.2,0.16666666666666666,0.6666666666666666,0.9773539928486293,0.12280701754385964,0,0,1,0,0,0
1,0.8,4,1,0.4000000000000001,0.3333333333333333,0.3333333333333333,1.0,0.03508771929824561,0,0,0,0,0,0
1,0.0,2,2,0.4000000000000001,0.16666666666666666,0.5,0.0,0.07017543859649122,1,0,1,0,0,0
1,0.4,4,5,0.2,0.3333333333333333,0.6666666666666666,0.0,0.03508771929824561,1,0,0,0,0,0
1,0.6000000000000001,3,4,0.0,0.5,0.6666666666666666,0.0,0.10526315789473684,1,0,1,0,0,1
1,0.4,4,5,0.4000000000000001,0.0,0.6666666666666666,1.0,0.10526315789473684,1,0,0,0,0,0
1,0.2,3,4,0.0,0.5,0.6666666666666666,0.0,0.18421052631578944,1,1,0,0,0,0
1,0.0,0,1,0.4000000000000001,0.3333333333333333,0.6666666666666666,0.0,0.05263157894736842,0,0,1,0,0,0
1,0.6000000000000001,5,1,0.8,0.16666666666666666,0.5,0.0,0.09649122807017543,0,0,0,0,0,1
1,0.4,0,4,0.0,0.6666666666666666,0.6666666666666666,0.8299562971791815,0.10526315789473684,1,0,1,0,0,0
1,0.4,2,3,0.4000000000000001,0.6666666666666666,0.5,0.0,0.3596491228070175,1,0,1,0,0,0
1,0.4,4,1,0.4000000000000001,0.6666666666666666,0.5,0.34088200238379024,0.18421052631578944,0,0,1,0,0,0
1,0.4,3,4,0.4000000000000001,0.6666666666666666,0.6666666666666666,0.0,0.11403508771929824,1,1,0,0,0,0
1,0.6000000000000001,4,2,0.2,0.6666666666666666,0.5,0.0,0.17543859649122806,0,0,0,0,0,0
1,0.4,4,5,0.2,0.6666666666666666,0.6666666666666666,0.0,0.07017543859649122,1,0,0,0,0,0
1,0.4,0,3,1.0000000000000002,0.3333333333333333,0.5,0.0,0.08771929824561403,1,1,0,0,0,0
1,0.6000000000000001,2,4,0.2,0.3333333333333333,0.6666666666666666,0.0,0.2719298245614035,1,0,1,0,0,0
1,0.0,2,2,0.4000000000000001,0.3333333333333333,0.5,0.0,0.07017543859649122,1,1,0,0,0,0
1,0.0,5,1,0.4000000000000001,0.3333333333333333,0.5,0.567342073897497,0.10526315789473684,0,0,1,0,0,0
1,0.4,0,5,0.2,0.5,0.6666666666666666,0.0,0.008771929824561403,1,0,0,0,0,0
1,0.0,5,5,0.4000000000000001,0.5,0.6666666666666666,0.0,0.03508771929824561,1,0,0,0,0,0
1,0.4,0,5,0.2,0.5,0.6666666666666666,0.0,0.2982456140350877,1,0,1,0,0,0
1,0.4,5,1,0.4000000000000001,0.6666666666666666,0.5,0.0,0.07017543859649122,0,0,0,0,0,0
1,0.4,4,5,0.4000000000000001,0.5,0.0,0.0,0.14912280701754382,1,0,1,0,0,0
1,0.2,1,1,0.4000000000000001,0.6666666666666666,0.6666666666666666,0.0,0.18421052631578944,1,0,1,0,0,0
1,0.6000000000000001,2,1,0.0,0.0,0.6666666666666666,0.7794994040524433,0.09649122807017543,0,0,1,0,0,1
1,0.2,2,3,0.4000000000000001,0.5,0.5,0.0,0.13157894736842107,1,1,0,0,0,0
1,0.2,0,1,0.4000000000000001,0.5,0.5,0.0,0.02631578947368421,1,0,0,0,0,0
1,0.4,4,2,0.4000000000000001,0.5,0.8333333333333333,0.0,0.06140350877192982,1,0,0,0,0,0
1,0.2,3,1,0.6000000000000001,0.5,0.5,0.0,0.14035087719298245,1,1,0,0,0,0
1,0.4,3,0,0.2,0.5,0.5,0.0,0.22807017543859648,0,0,1,0,0,1
1,0.4,4,2,0.4000000000000001,0.5,0.8333333333333333,0.0,0.09649122807017543,1,0,1,0,0,0
1,0.0,5,1,0.2,0.3333333333333333,0.5,0.38855780691299163,0.16666666666666669,0,0,1,0,0,0
1,0.6000000000000001,4,2,0.2,0.5,0.5,0.3599523241954708,0.11403508771929824,1,0,0,0,0,0
1,0.8,5,4,0.4000000000000001,0.5,0.6666666666666666,0.16567342073897498,0.2807017543859649,1,0,1,0,0,0
1,0.0,2,0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.07894736842105263,0,0,1,0,0,0
1,0.2,0,1,0.0,0.5,0.5,0.6738180373460468,0.05263157894736842,1,0,0,0,0,0
1,0.0,4,1,0.8,0.5,0.6666666666666666,0.0,0.17543859649122806,0,0,1,0,0,0
1,0.6000000000000001,4,3,0.2,0.5,0.6666666666666666,0.0,0.07894736842105263,1,0,0,0,0,0
1,0.6000000000000001,2,0,0.0,0.6666666666666666,0.3333333333333333,0.77870480731029,0.21052631578947367,0,0,1,0,0,0
1,0.6000000000000001,3,4,0.0,0.6666666666666666,0.5,0.09654350417163289,0.11403508771929824,1,0,1,0,0,0
1,0.6000000000000001,0,5,0.8,0.3333333333333333,0.6666666666666666,0.31267381803734606,0.15789473684210525,1,0,0,0,0,0
